Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
CheckBookingConflicts-1653946508361,1,463,463,463,463,463,463,463,0.000%,2.15983,3.74,3.64
GetLocations-1653946508230,1,603,603,603,603,603,603,603,0.000%,1.65837,3.35,2.73
CheckBookingConflicts-1653946508399,1,441,441,441,441,441,441,441,0.000%,2.26757,3.93,3.82
CheckBookingsDateType-1653946508358,1,491,491,491,491,491,491,491,0.000%,2.03666,2.55,3.45
DashboardRoute-1653946507430,1,1418,1418,1418,1418,1418,1418,1418,0.000%,.70522,57.73,0.87
DeleteBooking-1653946508390,1,464,464,464,464,464,464,464,0.000%,2.15517,10.28,7.08
LoginUser-1653946508541,1,326,326,326,326,326,326,326,0.000%,3.06748,4.81,4.78
CheckBookingsDateType-1653946508382,1,509,509,509,509,509,509,509,0.000%,1.96464,2.46,3.33
LoginCheck-1653946508526,1,380,380,380,380,380,380,380,0.000%,2.63158,3.08,5.30
MyBookings-1653946508374,1,535,535,535,535,535,535,535,0.000%,1.86916,3.43,2.97
LoginUser-1653946507562,1,1442,1442,1442,1442,1442,1442,1442,0.000%,.69348,1.09,1.08
LoginCheck-1653946508572,1,434,434,434,434,434,434,434,0.000%,2.30415,2.70,4.64
TokenizedLogin-1653946506554,1,2453,2453,2453,2453,2453,2453,2453,0.000%,.40766,7.46,1.46
CheckBookingConflicts-1653946508521,1,493,493,493,493,493,493,493,0.000%,2.02840,3.51,3.42
GetLocations-1653946508532,1,540,540,540,540,540,540,540,0.000%,1.85185,3.74,3.05
CheckBookingConflicts-1653946508857,1,241,241,241,241,241,241,241,0.000%,4.14938,7.18,6.99
GetLocationsInRange-1653946508840,1,265,265,265,265,265,265,265,0.000%,3.77358,5.34,6.50
CheckBookingConflicts-1653946508803,1,310,310,310,310,310,310,310,0.000%,3.22581,5.59,5.44
LoginUser-1653946508680,1,434,434,434,434,434,434,434,0.000%,2.30415,3.61,3.59
CheckBookingConflicts-1653946508692,1,429,429,429,429,429,429,429,0.000%,2.33100,4.04,3.93
CheckBookingConflicts-1653946508822,1,321,321,321,321,321,321,321,0.000%,3.11526,5.39,5.25
CheckBookingsDateType-1653946508788,1,358,358,358,358,358,358,358,0.000%,2.79330,3.49,4.73
CheckBookingsDateType-1653946508674,1,483,483,483,483,483,483,483,0.000%,2.07039,2.59,3.51
DeleteBooking-1653946508834,1,360,360,360,360,360,360,360,0.000%,2.77778,13.25,9.13
CheckBookingsDateType-1653946508615,1,590,590,590,590,590,590,590,0.000%,1.69492,2.12,2.87
DeleteBooking-1653946508923,1,287,287,287,287,287,287,287,0.000%,3.48432,16.62,11.45
CheckBookingsDateType-1653946508846,1,395,395,395,395,395,395,395,0.000%,2.53165,3.16,4.29
CheckBookingsDateType-1653946508860,1,401,401,401,401,401,401,401,0.000%,2.49377,3.12,4.23
CheckBookingsDateType-1653946508750,1,513,513,513,513,513,513,513,0.000%,1.94932,2.44,3.30
GetLocationsInRange-1653946508720,1,550,550,550,550,550,550,550,0.000%,1.81818,2.57,3.13
CheckBookingsDateType-1653946508888,1,398,398,398,398,398,398,398,0.000%,2.51256,3.14,4.26
LoginCheck-1653946508860,1,435,435,435,435,435,435,435,0.000%,2.29885,2.69,4.63
LoginUser-1653946509020,1,290,290,290,290,290,290,290,0.000%,3.44828,5.40,5.37
CheckBookingConflicts-1653946508794,1,519,519,519,519,519,519,519,0.000%,1.92678,3.34,3.25
CheckBookingsDateType-1653946508803,1,519,519,519,519,519,519,519,0.000%,1.92678,2.41,3.26
GetLocations-1653946508890,1,472,472,472,472,472,472,472,0.000%,2.11864,4.28,3.48
GetLocations-1653946508838,1,602,602,602,602,602,602,602,0.000%,1.66113,3.35,2.73
LoginUser-1653946508946,1,504,504,504,504,504,504,504,0.000%,1.98413,3.11,3.09
GetLocationsInRange-1653946509126,1,328,328,328,328,328,328,328,0.000%,3.04878,4.32,5.25
CheckBookingConflicts-1653946508985,1,470,470,470,470,470,470,470,0.000%,2.12766,3.68,3.59
CheckBookingsDateType-1653946508942,1,566,566,566,566,566,566,566,0.000%,1.76678,2.21,2.99
TokenizedLogin-1653946506560,1,2957,2957,2957,2957,2957,2957,2957,0.000%,.33818,6.19,1.21
CheckBookingsDateType-1653946509118,1,420,420,420,420,420,420,420,0.000%,2.38095,2.98,4.03
TokenizedLogin-1653946506542,1,3014,3014,3014,3014,3014,3014,3014,0.000%,.33179,6.07,1.19
GetLocations-1653946509152,1,408,408,408,408,408,408,408,0.000%,2.45098,4.95,4.03
CheckBookingsDateType-1653946509095,1,474,474,474,474,474,474,474,0.000%,2.10970,2.64,3.57
GetLocations-1653946509095,1,482,482,482,482,482,482,482,0.000%,2.07469,4.19,3.41
CheckBookingConflicts-1653946509341,1,240,240,240,240,240,240,240,0.000%,4.16667,7.21,7.02
CheckBookingConflicts-1653946509336,1,292,292,292,292,292,292,292,0.000%,3.42466,5.93,5.77
LoginUser-1653946509302,1,334,334,334,334,334,334,334,0.000%,2.99401,4.69,4.66
CheckBookingsDateType-1653946509315,1,328,328,328,328,328,328,328,0.000%,3.04878,3.81,5.17
CheckBookingConflicts-1653946509339,1,308,308,308,308,308,308,308,0.000%,3.24675,5.62,5.47
CheckBookingConflicts-1653946509230,1,430,430,430,430,430,430,430,0.000%,2.32558,4.03,3.92
CheckBookingConflicts-1653946509236,1,436,436,436,436,436,436,436,0.000%,2.29358,3.97,3.87
CheckBookingConflicts-1653946509265,2,418,418,418,418,418,418,418,0.000%,4.78469,8.28,8.06
GetLocations-1653946509222,1,482,482,482,482,482,482,482,0.000%,2.07469,4.19,3.41
GetLocations-1653946509164,1,582,582,582,582,582,582,582,0.000%,1.71821,3.47,2.83
GetLocations-1653946509326,1,430,430,430,430,430,430,430,0.000%,2.32558,4.70,3.82
TokenizedLogin-1653946506576,1,3235,3235,3235,3235,3235,3235,3235,0.000%,.30912,5.66,1.11
CheckBookingConflicts-1653946509407,1,413,413,413,413,413,413,413,0.000%,2.42131,4.19,4.08
GetLocations-1653946509201,1,663,663,663,663,663,663,663,0.000%,1.50830,3.05,2.48
DashboardRoute-1653946507651,1,2223,2223,2223,2223,2223,2223,2223,0.000%,.44984,36.83,0.56
SelectLocation-1653946509149,1,726,726,726,726,726,726,726,0.000%,1.37741,2.78,2.36
GetLocationsInRange-1653946509412,1,512,512,512,512,512,512,512,0.000%,1.95312,2.77,3.37
CheckBookingConflicts-1653946509589,1,359,359,359,359,359,359,359,0.000%,2.78552,4.82,4.70
CheckBookingConflicts-1653946509584,1,400,400,400,400,400,400,400,0.000%,2.50000,4.33,4.21
GetLocationsInRange-1653946509534,1,451,451,451,451,451,451,451,0.000%,2.21729,3.14,3.82
GetLocationsInRange-1653946509613,1,374,374,374,374,374,374,374,0.000%,2.67380,3.79,4.61
CheckBookingConflicts-1653946509615,1,382,382,382,382,382,382,382,0.000%,2.61780,4.53,4.41
CheckBookingsDateType-1653946509528,1,485,485,485,485,485,485,485,0.000%,2.06186,2.58,3.49
SelectLocationPath-1653946509945,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
SelectLocation-1653946509314,1,715,715,715,715,715,715,715,0.000%,1.39860,2.83,2.39
CheckBookingsDateType-1653946509648,1,408,408,408,408,408,408,408,0.000%,2.45098,3.06,4.15
GetLocations-1653946509544,1,524,524,524,524,524,524,524,0.000%,1.90840,3.85,3.14
GetLocations-1653946509764,1,314,314,314,314,314,314,314,0.000%,3.18471,6.43,5.24
GetLocationsInRange-1653946509681,1,414,414,414,414,414,414,414,0.000%,2.41546,3.42,4.16
SelectLocation-1653946509496,1,600,600,600,600,600,600,600,0.000%,1.66667,3.37,2.85
CheckBookingConflicts-1653946509694,1,441,441,441,441,441,441,441,0.000%,2.26757,3.93,3.82
DashboardRoute-1653946507343,2,3021,2801,3241,3241,3241,2801,3241,0.000%,.61709,50.52,0.76
SelectLocationPath-1653946510086,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
DashboardRoute-1653946507614,1,2548,2548,2548,2548,2548,2548,2548,0.000%,.39246,32.13,0.48
GetLocationsInRange-1653946509786,1,385,385,385,385,385,385,385,0.000%,2.59740,3.68,4.48
GetLocations-1653946509763,1,419,419,419,419,419,419,419,0.000%,2.38663,4.82,3.92
SelectLocationPath-1653946510124,1,68,68,68,68,68,68,68,0.000%,14.70588,49.69,24.66
GetLocations-1653946509732,1,462,462,462,462,462,462,462,0.000%,2.16450,4.37,3.56
GetLocations-1653946509721,1,509,509,509,509,509,509,509,0.000%,1.96464,3.97,3.23
GetLocations-1653946509684,1,569,569,569,569,569,569,569,0.000%,1.75747,3.55,2.89
DashboardRoute-1653946507822,1,2442,2442,2442,2442,2442,2442,2442,0.000%,.40950,33.53,0.51
GetLocationsInRange-1653946509755,1,511,511,511,511,511,511,511,0.000%,1.95695,2.77,3.37
GetLocations-1653946509688,1,579,579,579,579,579,579,579,0.000%,1.72712,3.49,2.84
GetLocations-1653946509681,1,594,594,594,594,594,594,594,0.000%,1.68350,3.40,2.77
LoginCheck-1653946509936,1,344,344,344,344,344,344,344,0.000%,2.90698,3.40,5.85
DashboardRoute-1653946507775,1,2527,2527,2527,2527,2527,2527,2527,0.000%,.39573,32.40,0.49
GetLocationsInRange-1653946509840,1,491,491,491,491,491,491,491,0.000%,2.03666,2.88,3.51
GetLocations-1653946509823,1,561,561,561,561,561,561,561,0.000%,1.78253,3.60,2.93
GetLocationsInRange-1653946509923,1,465,465,465,465,465,465,465,0.000%,2.15054,3.05,3.71
DashboardRoute-1653946507982,1,2417,2417,2417,2417,2417,2417,2417,0.000%,.41374,33.87,0.51
GetLocations-1653946510077,1,339,339,339,339,339,339,339,0.000%,2.94985,5.96,4.85
LoginCheck-1653946510243,1,175,175,175,175,175,175,175,0.000%,5.71429,6.69,11.50
TokenizedLogin-1653946501201,1,9223,9223,9223,9223,9223,9223,9223,0.000%,.10842,1.98,0.39
BookBookable-1653946510094,1,343,343,343,343,343,343,343,0.000%,2.91545,12.84,9.48
TokenizedLogin-1653946500404,1,10043,10043,10043,10043,10043,10043,10043,0.000%,.09957,1.82,0.36
TokenizedLogin-1653946506287,1,4168,4168,4168,4168,4168,4168,4168,0.000%,.23992,4.39,0.86
TokenizedLogin-1653946507547,1,2918,2918,2918,2918,2918,2918,2918,0.000%,.34270,6.27,1.23
TokenizedLogin-1653946505899,1,4575,4575,4575,4575,4575,4575,4575,0.000%,.21858,4.00,0.78
GetLocations-1653946510051,1,429,429,429,429,429,429,429,0.000%,2.33100,4.71,3.83
CheckBookingConflicts-1653946510067,1,493,493,493,493,493,493,493,0.000%,2.02840,3.51,3.42
GetLocationsInRange-1653946510072,1,514,514,514,514,514,514,514,0.000%,1.94553,2.75,3.35
GetLocations-1653946510032,1,559,559,559,559,559,559,559,0.000%,1.78891,3.61,2.94
CheckBookingConflicts-1653946510114,1,492,492,492,492,492,492,492,0.000%,2.03252,3.52,3.43
TokenizedLogin-1653946507558,1,3053,3053,3053,3053,3053,3053,3053,0.000%,.32755,6.00,1.17
BookBookable-1653946510250,1,363,363,363,363,363,363,363,0.000%,2.75482,12.13,8.96
GetLocationsInRange-1653946510128,1,491,491,491,491,491,491,491,0.000%,2.03666,2.88,3.51
GetLocationsInRange-1653946510205,1,431,431,431,431,431,431,431,0.000%,2.32019,3.29,4.00
LoginCheck-1653946510223,1,417,417,417,417,417,417,417,0.000%,2.39808,2.81,4.83
GetLocationsInRange-1653946510260,1,383,383,383,383,383,383,383,0.000%,2.61097,3.70,4.50
TokenizedLogin-1653946507523,1,3122,3122,3122,3122,3122,3122,3122,0.000%,.32031,5.86,1.15
SelectLocation-1653946510011,2,678,637,719,719,719,637,719,0.000%,2.78164,5.62,4.76
BookBookable-1653946510240,1,420,420,420,420,420,420,420,0.000%,2.38095,10.48,7.75
GetLocations-1653946510164,1,497,497,497,497,497,497,497,0.000%,2.01207,4.06,3.31
TokenizedLogin-1653946505636,1,5035,5035,5035,5035,5035,5035,5035,0.000%,.19861,3.64,0.71
LoginCheck-1653946510399,1,284,284,284,284,284,284,284,0.000%,3.52113,4.12,7.09
LoginCheck-1653946510307,1,388,388,388,388,388,388,388,0.000%,2.57732,3.02,5.19
SelectLocation-1653946509990,1,709,709,709,709,709,709,709,0.000%,1.41044,2.85,2.41
DashboardRoute-1653946508238,1,2490,2490,2490,2490,2490,2490,2490,0.000%,.40161,32.88,0.50
LoginCheck-1653946510350,1,380,380,380,380,380,380,380,0.000%,2.63158,3.08,5.30
SelectLocation-1653946510184,1,547,547,547,547,547,547,547,0.000%,1.82815,3.70,3.13
LoginUser-1653946510305,1,429,429,429,429,429,429,429,0.000%,2.33100,3.65,3.63
SelectLocationPath-1653946510665,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
GetLocationsInRange-1653946510246,1,498,498,498,498,498,498,498,0.000%,2.00803,2.84,3.46
GetLocationsInRange-1653946510366,1,395,395,395,395,395,395,395,0.000%,2.53165,3.58,4.36
GetLocationsInRange-1653946510306,1,489,489,489,489,489,489,489,0.000%,2.04499,2.90,3.52
GetLocationsInRange-1653946510350,1,477,477,477,477,477,477,477,0.000%,2.09644,2.97,3.61
SelectLocationPath-1653946510771,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
LoginUser-1653946510460,1,397,397,397,397,397,397,397,0.000%,2.51889,3.95,3.92
SelectLocationPath-1653946510805,1,69,69,69,69,69,69,69,0.000%,14.49275,48.97,24.30
MyBookings-1653946510504,1,378,378,378,378,378,378,378,0.000%,2.64550,4.85,4.21
SelectLocationPath-1653946510814,1,69,69,69,69,69,69,69,0.000%,14.49275,48.97,24.30
SelectLocation-1653946510228,1,683,683,683,683,683,683,683,0.000%,1.46413,2.96,2.50
GetLocationsInRange-1653946510475,1,438,438,438,438,438,438,438,0.000%,2.28311,3.23,3.94
GetLocationsInRange-1653946510432,1,504,504,504,504,504,504,504,0.000%,1.98413,2.81,3.42
SelectLocation-1653946510391,1,549,549,549,549,549,549,549,0.000%,1.82149,3.68,3.11
LoginCheck-1653946510598,1,365,365,365,365,365,365,365,0.000%,2.73973,3.21,5.51
TokenizedLogin-1653946506412,1,4554,4554,4554,4554,4554,4554,4554,0.000%,.21959,4.02,0.79
TokenizedLogin-1653946506264,2,4764,4708,4821,4821,4821,4708,4821,0.000%,.41485,7.59,1.48
SelectLocation-1653946510335,1,643,643,643,643,643,643,643,0.000%,1.55521,3.14,2.66
GetLocationsInRange-1653946510513,1,469,469,469,469,469,469,469,0.000%,2.13220,3.02,3.68
TokenizedLogin-1653946506350,1,4632,4632,4632,4632,4632,4632,4632,0.000%,.21589,3.95,0.77
LoginCheck-1653946510774,1,211,211,211,211,211,211,211,0.000%,4.73934,5.55,9.54
SelectLocationPath-1653946510972,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
LoginUser-1653946510701,1,352,352,352,352,352,352,352,0.000%,2.84091,4.45,4.43
GetLocationsInRange-1653946510749,1,306,306,306,306,306,306,306,0.000%,3.26797,4.63,5.63
LoginUser-1653946510655,1,404,404,404,404,404,404,404,0.000%,2.47525,3.88,3.86
TokenizedLogin-1653946506510,2,4649,4549,4749,4749,4749,4549,4749,0.000%,.42114,7.71,1.51
TokenizedLogin-1653946505654,1,5405,5405,5405,5405,5405,5405,5405,0.000%,.18501,3.39,0.66
MyBookings-1653946510716,1,346,346,346,346,346,346,346,0.000%,2.89017,5.30,4.59
LoginUser-1653946510771,2,371,304,438,438,438,304,438,0.000%,4.56621,7.16,7.11
GetLocations-1653946510616,1,475,475,475,475,475,475,475,0.000%,2.10526,4.25,3.46
TokenizedLogin-1653946507518,1,3585,3585,3585,3585,3585,3585,3585,0.000%,.27894,5.11,1.00
GetLocations-1653946510641,1,464,464,464,464,464,464,464,0.000%,2.15517,4.35,3.54
GetLocationsInRange-1653946510664,1,444,444,444,444,444,444,444,0.000%,2.25225,3.19,3.88
TokenizedLogin-1653946506514,1,4594,4594,4594,4594,4594,4594,4594,0.000%,.21768,3.98,0.78
SelectLocationPath-1653946511043,1,76,76,76,76,76,76,76,0.000%,13.15789,44.46,22.06
SelectLocation-1653946510491,1,653,653,653,653,653,653,653,0.000%,1.53139,3.10,2.62
SelectLocationPath-1653946511080,1,68,68,68,68,68,68,68,0.000%,14.70588,49.69,24.66
MyBookings-1653946510714,1,474,474,474,474,474,474,474,0.000%,2.10970,3.87,3.35
TokenizedLogin-1653946501142,1,10046,10046,10046,10046,10046,10046,10046,0.000%,.09954,1.82,0.36
BookBookable-1653946510930,1,265,265,265,265,265,265,265,0.000%,3.77358,16.62,12.28
TokenizedLogin-1653946506396,1,4802,4802,4802,4802,4802,4802,4802,0.000%,.20825,3.81,0.74
BookBookable-1653946510833,1,407,407,407,407,407,407,407,0.000%,2.45700,10.82,7.99
DashboardRoute-1653946507993,1,3259,3259,3259,3259,3259,3259,3259,0.000%,.30684,25.12,0.38
SelectLocation-1653946510694,1,559,559,559,559,559,559,559,0.000%,1.78891,3.62,3.06
SelectLocationPath-1653946511181,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
CheckBookingsDateType-1653946510817,1,447,447,447,447,447,447,447,0.000%,2.23714,2.80,3.79
CheckBookingsDateType-1653946510921,1,354,354,354,354,354,354,354,0.000%,2.82486,3.53,4.79
SelectLocation-1653946510685,1,597,597,597,597,597,597,597,0.000%,1.67504,3.39,2.86
BookBookable-1653946510944,1,342,342,342,342,342,342,342,0.000%,2.92398,12.88,9.51
DashboardRoute-1653946508582,1,2720,2720,2720,2720,2720,2720,2720,0.000%,.36765,30.10,0.45
SelectLocation-1653946510670,1,632,632,632,632,632,632,632,0.000%,1.58228,3.20,2.71
BookBookable-1653946510921,1,381,381,381,381,381,381,381,0.000%,2.62467,11.56,8.54
TokenizedLogin-1653946507544,1,3757,3757,3757,3757,3757,3757,3757,0.000%,.26617,4.87,0.95
DeleteBooking-1653946510909,1,393,393,393,393,393,393,393,0.000%,2.54453,12.14,8.36
SelectLocationPath-1653946511264,1,75,75,75,75,75,75,75,0.000%,13.33333,45.05,22.36
SelectLocation-1653946510674,1,674,674,674,674,674,674,674,0.000%,1.48368,3.00,2.54
DeleteBooking-1653946511090,1,265,265,265,265,265,265,265,0.000%,3.77358,18.00,12.40
DashboardRoute-1653946508283,1,3073,3073,3073,3073,3073,3073,3073,0.000%,.32541,26.64,0.40
LoginUser-1653946511011,1,345,345,345,345,345,345,345,0.000%,2.89855,4.54,4.51
DashboardRoute-1653946508580,1,2875,2875,2875,2875,2875,2875,2875,0.000%,.34783,28.48,0.43
DashboardRoute-1653946508614,1,2920,2920,2920,2920,2920,2920,2920,0.000%,.34247,28.04,0.42
DashboardRoute-1653946508750,1,2788,2788,2788,2788,2788,2788,2788,0.000%,.35868,29.36,0.44
SelectLocationPath-1653946511390,1,184,184,184,184,184,184,184,0.000%,5.43478,18.36,9.11
SelectLocationPath-1653946511356,1,219,219,219,219,219,219,219,0.000%,4.56621,15.43,7.66
SelectLocationPath-1653946511322,1,253,253,253,253,253,253,253,0.000%,3.95257,13.36,6.63
SelectLocation-1653946510817,1,761,761,761,761,761,761,761,0.000%,1.31406,2.66,2.25
MyBookings-1653946511364,1,219,219,219,219,219,219,219,0.000%,4.56621,8.37,7.26
SelectLocation-1653946510944,1,638,638,638,638,638,638,638,0.000%,1.56740,3.17,2.68
SelectLocation-1653946510847,1,735,735,735,735,735,735,735,0.000%,1.36054,2.75,2.33
CheckBookingsDateType-1653946511065,1,519,519,519,519,519,519,519,0.000%,1.92678,2.41,3.26
SelectLocation-1653946511157,1,428,428,428,428,428,428,428,0.000%,2.33645,4.72,4.00
GetLocationsInRange-1653946511139,1,445,445,445,445,445,445,445,0.000%,2.24719,3.18,3.87
LoginUser-1653946511044,1,541,541,541,541,541,541,541,0.000%,1.84843,2.90,2.88
SelectLocation-1653946510864,1,721,721,721,721,721,721,721,0.000%,1.38696,2.80,2.37
SelectLocation-1653946510948,1,638,638,638,638,638,638,638,0.000%,1.56740,3.17,2.68
SelectLocation-1653946510826,1,761,761,761,761,761,761,761,0.000%,1.31406,2.66,2.25
MyBookings-1653946511340,1,248,248,248,248,248,248,248,0.000%,4.03226,7.39,6.41
CheckBookingsDateType-1653946511133,1,457,457,457,457,457,457,457,0.000%,2.18818,2.74,3.71
LoginCheck-1653946511312,1,279,279,279,279,279,279,279,0.000%,3.58423,4.20,7.21
CheckBookingsDateType-1653946511134,1,458,458,458,458,458,458,458,0.000%,2.18341,2.73,3.70
GetLocationsInRange-1653946511115,1,504,504,504,504,504,504,504,0.000%,1.98413,2.81,3.42
LoginCheck-1653946511385,1,239,239,239,239,239,239,239,0.000%,4.18410,4.90,8.42
LoginCheck-1653946511281,1,374,374,374,374,374,374,374,0.000%,2.67380,3.13,5.38
BookBookable-1653946511181,1,477,477,477,477,477,477,477,0.000%,2.09644,9.23,6.82
CheckBookingConflicts-1653946511277,1,383,383,383,383,383,383,383,0.000%,2.61097,4.52,4.40
BookBookable-1653946511324,1,345,345,345,345,345,345,345,0.000%,2.89855,12.76,9.43
SelectLocationPath-1653946511590,1,81,81,81,81,81,81,81,0.000%,12.34568,41.71,20.70
BookBookable-1653946511184,1,486,486,486,486,486,486,486,0.000%,2.05761,9.06,6.69
DeleteBooking-1653946511217,1,453,453,453,453,453,453,453,0.000%,2.20751,10.53,7.25
BookBookable-1653946511090,1,582,582,582,582,582,582,582,0.000%,1.71821,7.57,5.59
DashboardRoute-1653946508838,1,2834,2834,2834,2834,2834,2834,2834,0.000%,.35286,28.89,0.44
SelectLocationPath-1653946511600,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
CheckBookingConflicts-1653946511266,1,410,410,410,410,410,410,410,0.000%,2.43902,4.22,4.11
CheckBookingsDateType-1653946511266,1,436,436,436,436,436,436,436,0.000%,2.29358,2.87,3.89
TokenizedLogin-1653946507800,1,3901,3901,3901,3901,3901,3901,3901,0.000%,.25634,4.69,0.92
MyBookings-1653946511332,1,370,370,370,370,370,370,370,0.000%,2.70270,4.95,4.30
SelectLocationPath-1653946511635,1,69,69,69,69,69,69,69,0.000%,14.49275,48.97,24.30
CheckBookingsDateType-1653946511432,1,273,273,273,273,273,273,273,0.000%,3.66300,4.58,6.21
BookBookable-1653946511432,1,277,277,277,277,277,277,277,0.000%,3.61011,15.90,11.74
SelectLocationPath-1653946511648,1,72,72,72,72,72,72,72,0.000%,13.88889,46.93,23.29
SelectLocationPath-1653946511651,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
SelectLocationPath-1653946511655,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
SelectLocationPath-1653946511665,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
SelectLocation-1653946511031,1,714,714,714,714,714,714,714,0.000%,1.40056,2.83,2.39
TokenizedLogin-1653946508430,1,3324,3324,3324,3324,3324,3324,3324,0.000%,.30084,5.51,1.08
LoginCheck-1653946511548,1,209,209,209,209,209,209,209,0.000%,4.78469,5.60,9.63
MyBookings-1653946511264,1,506,506,506,506,506,506,506,0.000%,1.97628,3.62,3.14
DashboardRoute-1653946509072,1,2710,2710,2710,2710,2710,2710,2710,0.000%,.36900,30.21,0.46
SelectLocation-1653946511184,1,605,605,605,605,605,605,605,0.000%,1.65289,3.34,2.83
TokenizedLogin-1653946508566,1,3236,3236,3236,3236,3236,3236,3236,0.000%,.30902,5.66,1.11
DashboardRoute-1653946509607,1,2208,2208,2208,2208,2208,2208,2208,0.000%,.45290,37.08,0.56
LoginCheck-1653946511572,1,266,266,266,266,266,266,266,0.000%,3.75940,4.40,7.57
DashboardRoute-1653946508595,1,3253,3253,3253,3253,3253,3253,3253,0.000%,.30741,25.17,0.38
TokenizedLogin-1653946508555,1,3293,3293,3293,3293,3293,3293,3293,0.000%,.30367,5.56,1.09
TokenizedLogin-1653946507635,1,4265,4265,4265,4265,4265,4265,4265,0.000%,.23447,4.29,0.84
SelectLocationPath-1653946511839,1,80,80,80,80,80,80,80,0.000%,12.50000,42.24,20.96
SelectLocationPath-1653946511848,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
LoginUser-1653946511665,1,267,267,267,267,267,267,267,0.000%,3.74532,5.87,5.83
LoginUser-1653946511627,1,327,327,327,327,327,327,327,0.000%,3.05810,4.79,4.76
TokenizedLogin-1653946507588,1,4365,4365,4365,4365,4365,4365,4365,0.000%,.22910,4.19,0.82
LoginCheck-1653946511590,1,369,369,369,369,369,369,369,0.000%,2.71003,3.17,5.45
CheckBookingConflicts-1653946511638,1,345,345,345,345,345,345,345,0.000%,2.89855,5.02,4.89
DeleteBooking-1653946511630,1,356,356,356,356,356,356,356,0.000%,2.80899,13.40,9.23
MyBookings-1653946511717,1,272,272,272,272,272,272,272,0.000%,3.67647,6.74,5.85
BookBookable-1653946511730,1,279,279,279,279,279,279,279,0.000%,3.58423,15.78,11.66
BookBookable-1653946511768,1,264,264,264,264,264,264,264,0.000%,3.78788,16.68,12.32
BookBookable-1653946511802,1,230,230,230,230,230,230,230,0.000%,4.34783,19.14,14.14
DeleteBooking-1653946511798,1,241,241,241,241,241,241,241,0.000%,4.14938,19.79,13.64
CheckBookingConflicts-1653946511657,1,400,400,400,400,400,400,400,0.000%,2.50000,4.33,4.21
DeleteBooking-1653946511645,1,415,415,415,415,415,415,415,0.000%,2.40964,11.49,7.92
BookBookable-1653946511679,1,394,394,394,394,394,394,394,0.000%,2.53807,11.18,8.26
TokenizedLogin-1653946508532,1,3543,3543,3543,3543,3543,3543,3543,0.000%,.28225,5.17,1.01
CheckBookingConflicts-1653946511640,1,448,448,448,448,448,448,448,0.000%,2.23214,3.86,3.76
BookBookable-1653946511738,1,352,352,352,352,352,352,352,0.000%,2.84091,12.51,9.24
BookBookable-1653946511788,1,304,304,304,304,304,304,304,0.000%,3.28947,14.48,10.70
LoginCheck-1653946511839,2,294,255,333,333,333,255,333,0.000%,6.00601,7.03,12.09
CheckBookingConflicts-1653946511730,1,371,371,371,371,371,371,371,0.000%,2.69542,4.67,4.54
CheckBookingConflicts-1653946511798,1,313,313,313,313,313,313,313,0.000%,3.19489,5.53,5.39
TokenizedLogin-1653946508775,1,3336,3336,3336,3336,3336,3336,3336,0.000%,.29976,5.49,1.07
BookBookable-1653946511764,1,350,350,350,350,350,350,350,0.000%,2.85714,12.58,9.29
GetLocations-1653946511681,1,435,435,435,435,435,435,435,0.000%,2.29885,4.64,3.78
LoginUser-1653946511598,1,524,524,524,524,524,524,524,0.000%,1.90840,2.99,2.97
BookBookable-1653946511778,1,346,346,346,346,346,346,346,0.000%,2.89017,12.73,9.40
BookBookable-1653946511620,1,514,514,514,514,514,514,514,0.000%,1.94553,8.57,6.33
MyBookings-1653946511732,1,404,404,404,404,404,404,404,0.000%,2.47525,4.54,3.94
MyBookings-1653946511738,1,402,402,402,402,402,402,402,0.000%,2.48756,4.56,3.95
LoginCheck-1653946511705,1,467,467,467,467,467,467,467,0.000%,2.14133,2.51,4.31
GetLocations-1653946511716,1,455,455,455,455,455,455,455,0.000%,2.19780,4.44,3.61
MyBookings-1653946511715,1,465,465,465,465,465,465,465,0.000%,2.15054,3.94,3.42
LoginCheck-1653946511939,1,242,242,242,242,242,242,242,0.000%,4.13223,4.84,8.32
BookBookable-1653946511611,1,571,571,571,571,571,571,571,0.000%,1.75131,7.71,5.70
SelectLocation-1653946511624,1,565,565,565,565,565,565,565,0.000%,1.76991,3.58,3.03
LoginUser-1653946511903,1,285,285,285,285,285,285,285,0.000%,3.50877,5.50,5.47
CheckBookingsDateType-1653946511677,1,519,519,519,519,519,519,519,0.000%,1.92678,2.41,3.26
